temp,atemp,hum,windspeed,cnt_day,season,dteday,mnth,weekday,weathersit,casual,registered,source,cnt_hour,season_label,hour,month,temp_group,hum_group,windspeed_group
0.38,0.3939,0.62,0.1045,,1,2011-02-27,2,Sunday,2,2.0,67.0,Hour,69.0,Spring,0,2,Sedang,Sedang,Lambat
0.36,0.3485,0.62,0.1642,,1,2011-02-27,2,Sunday,2,6.0,53.0,Hour,59.0,Spring,0,2,Sedang,Sedang,Lambat
0.36,0.3636,0.66,0.1045,,1,2011-02-28,2,Monday,2,5.0,25.0,Hour,30.0,Spring,0,2,Sedang,Sedang,Lambat
0.34,0.303,0.87,0.3582,,1,2011-02-28,2,Monday,3,1.0,7.0,Hour,8.0,Spring,0,2,Sedang,Tinggi,Sedang
0.32,0.3182,0.93,0.1642,,1,2011-02-28,2,Monday,3,0.0,1.0,Hour,1.0,Spring,0,2,Sedang,Tinggi,Lambat
0.34,0.3636,0.93,0.0,,1,2011-02-28,2,Monday,2,1.0,4.0,Hour,5.0,Spring,0,2,Sedang,Tinggi,Lambat
0.34,0.3485,0.96,0.1045,,1,2011-02-28,2,Monday,2,1.0,27.0,Hour,28.0,Spring,0,2,Sedang,Tinggi,Lambat
0.36,0.3636,0.93,0.1045,,1,2011-02-28,2,Monday,2,2.0,90.0,Hour,92.0,Spring,0,2,Sedang,Tinggi,Lambat
0.34,0.303,0.93,0.2985,,1,2011-02-28,2,Monday,2,13.0,242.0,Hour,255.0,Spring,0,2,Sedang,Tinggi,Sedang
0.42,0.4242,0.82,0.2836,,1,2011-02-28,2,Monday,1,15.0,127.0,Hour,142.0,Spring,0,2,Sedang,Tinggi,Sedang
0.52,0.5,0.72,0.4775,,1,2011-02-28,2,Monday,2,13.0,79.0,Hour,92.0,Spring,0,2,Sedang,Tinggi,Sedang
0.56,0.5303,0.64,0.2985,,1,2011-02-28,2,Monday,2,13.0,74.0,Hour,87.0,Spring,0,2,Sedang,Sedang,Sedang
0.56,0.5303,0.64,0.2985,,1,2011-02-28,2,Monday,2,0.0,36.0,Hour,36.0,Spring,0,2,Sedang,Sedang,Sedang
0.46,0.4545,0.94,0.2239,,1,2011-02-28,2,Monday,3,1.0,31.0,Hour,32.0,Spring,0,2,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.2985,,1,2011-02-28,2,Monday,3,1.0,24.0,Hour,25.0,Spring,0,2,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.2985,,1,2011-02-28,2,Monday,3,0.0,35.0,Hour,35.0,Spring,0,2,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.1343,,1,2011-02-28,2,Monday,3,2.0,40.0,Hour,42.0,Spring,0,2,Sedang,Tinggi,Lambat
0.4,0.4091,1.0,0.2985,,1,2011-02-28,2,Monday,3,2.0,77.0,Hour,79.0,Spring,0,2,Sedang,Tinggi,Sedang
0.46,0.4545,0.94,0.194,,1,2011-02-28,2,Monday,3,4.0,127.0,Hour,131.0,Spring,0,2,Sedang,Tinggi,Lambat
0.44,0.4394,0.88,0.4775,,1,2011-02-28,2,Monday,3,1.0,79.0,Hour,80.0,Spring,0,2,Sedang,Tinggi,Sedang
0.44,0.4394,0.88,0.4775,,1,2011-02-28,2,Monday,3,0.0,45.0,Hour,45.0,Spring,0,2,Sedang,Tinggi,Sedang
0.38,0.3939,0.87,0.3881,,1,2011-02-28,2,Monday,2,2.0,78.0,Hour,80.0,Spring,0,2,Sedang,Tinggi,Sedang
0.34,0.303,0.93,0.4179,,1,2011-02-28,2,Monday,3,4.0,72.0,Hour,76.0,Spring,0,2,Sedang,Tinggi,Sedang
0.32,0.2879,0.81,0.3881,,1,2011-02-28,2,Monday,2,0.0,45.0,Hour,45.0,Spring,0,2,Sedang,Tinggi,Sedang
0.3,0.2727,0.7,0.4627,,1,2011-03-01,3,Tuesday,1,0.0,7.0,Hour,7.0,Spring,0,3,Sedang,Tinggi,Sedang
0.26,0.2273,0.7,0.3582,,1,2011-03-01,3,Tuesday,1,0.0,3.0,Hour,3.0,Spring,0,3,Dingin,Tinggi,Sedang
0.24,0.2121,0.65,0.3881,,1,2011-03-01,3,Tuesday,1,0.0,4.0,Hour,4.0,Spring,0,3,Dingin,Sedang,Sedang
0.22,0.2121,0.69,0.2836,,1,2011-03-01,3,Tuesday,1,0.0,2.0,Hour,2.0,Spring,0,3,Dingin,Sedang,Sedang
0.22,0.2121,0.69,0.2537,,1,2011-03-01,3,Tuesday,1,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Sedang,Sedang
0.2,0.1818,0.64,0.2836,,1,2011-03-01,3,Tuesday,1,1.0,1.0,Hour,2.0,Spring,0,3,Dingin,Sedang,Sedang
0.2,0.1818,0.59,0.2985,,1,2011-03-01,3,Tuesday,1,0.0,46.0,Hour,46.0,Spring,0,3,Dingin,Sedang,Sedang
0.2,0.1818,0.59,0.3284,,1,2011-03-01,3,Tuesday,1,2.0,105.0,Hour,107.0,Spring,0,3,Dingin,Sedang,Sedang
0.2,0.1818,0.59,0.3881,,1,2011-03-01,3,Tuesday,1,10.0,204.0,Hour,214.0,Spring,0,3,Dingin,Sedang,Sedang
0.22,0.197,0.55,0.4179,,1,2011-03-01,3,Tuesday,1,8.0,116.0,Hour,124.0,Spring,0,3,Dingin,Sedang,Sedang
0.24,0.2121,0.52,0.2836,,1,2011-03-01,3,Tuesday,1,13.0,55.0,Hour,68.0,Spring,0,3,Dingin,Sedang,Sedang
0.28,0.2727,0.45,0.2537,,1,2011-03-01,3,Tuesday,1,8.0,48.0,Hour,56.0,Spring,0,3,Dingin,Sedang,Sedang
0.3,0.303,0.39,0.1343,,1,2011-03-01,3,Tuesday,1,6.0,80.0,Hour,86.0,Spring,0,3,Sedang,Rendah,Lambat
0.32,0.3485,0.39,0.0,,1,2011-03-01,3,Tuesday,1,13.0,65.0,Hour,78.0,Spring,0,3,Sedang,Rendah,Lambat
0.32,0.3333,0.36,0.1343,,1,2011-03-01,3,Tuesday,1,18.0,61.0,Hour,79.0,Spring,0,3,Sedang,Rendah,Lambat
0.34,0.3636,0.34,0.0,,1,2011-03-01,3,Tuesday,1,7.0,57.0,Hour,64.0,Spring,0,3,Sedang,Rendah,Lambat
0.34,0.3485,0.34,0.0896,,1,2011-03-01,3,Tuesday,1,10.0,92.0,Hour,102.0,Spring,0,3,Sedang,Rendah,Lambat
0.34,0.3485,0.34,0.0896,,1,2011-03-01,3,Tuesday,1,12.0,230.0,Hour,242.0,Spring,0,3,Sedang,Rendah,Lambat
0.32,0.3182,0.39,0.194,,1,2011-03-01,3,Tuesday,1,10.0,214.0,Hour,224.0,Spring,0,3,Sedang,Rendah,Lambat
0.3,0.303,0.49,0.1343,,1,2011-03-01,3,Tuesday,1,4.0,115.0,Hour,119.0,Spring,0,3,Sedang,Sedang,Lambat
0.3,0.3182,0.61,0.0896,,1,2011-03-01,3,Tuesday,1,2.0,86.0,Hour,88.0,Spring,0,3,Sedang,Sedang,Lambat
0.26,0.303,0.56,0.0,,1,2011-03-01,3,Tuesday,1,8.0,55.0,Hour,63.0,Spring,0,3,Dingin,Sedang,Lambat
0.24,0.2727,0.62,0.1045,,1,2011-03-01,3,Tuesday,1,3.0,44.0,Hour,47.0,Spring,0,3,Dingin,Sedang,Lambat
0.24,0.2273,0.65,0.2239,,1,2011-03-01,3,Tuesday,1,2.0,23.0,Hour,25.0,Spring,0,3,Dingin,Sedang,Sedang
0.22,0.2273,0.69,0.1642,,1,2011-03-02,3,Wednesday,1,3.0,5.0,Hour,8.0,Spring,0,3,Dingin,Sedang,Lambat
0.22,0.2273,0.69,0.194,,1,2011-03-02,3,Wednesday,1,0.0,4.0,Hour,4.0,Spring,0,3,Dingin,Sedang,Lambat
0.22,0.2273,0.69,0.194,,1,2011-03-02,3,Wednesday,1,0.0,2.0,Hour,2.0,Spring,0,3,Dingin,Sedang,Lambat
0.22,0.2121,0.69,0.2836,,1,2011-03-02,3,Wednesday,1,3.0,1.0,Hour,4.0,Spring,0,3,Dingin,Sedang,Sedang
0.2,0.2121,0.75,0.1343,,1,2011-03-02,3,Wednesday,1,1.0,0.0,Hour,1.0,Spring,0,3,Dingin,Tinggi,Lambat
0.22,0.2121,0.69,0.2239,,1,2011-03-02,3,Wednesday,1,0.0,5.0,Hour,5.0,Spring,0,3,Dingin,Sedang,Sedang
0.22,0.2121,0.55,0.2537,,1,2011-03-02,3,Wednesday,1,1.0,39.0,Hour,40.0,Spring,0,3,Dingin,Sedang,Sedang
0.22,0.2121,0.64,0.2537,,1,2011-03-02,3,Wednesday,1,2.0,108.0,Hour,110.0,Spring,0,3,Dingin,Sedang,Sedang
0.24,0.2121,0.65,0.2836,,1,2011-03-02,3,Wednesday,1,13.0,243.0,Hour,256.0,Spring,0,3,Dingin,Sedang,Sedang
0.28,0.2576,0.56,0.2985,,1,2011-03-02,3,Wednesday,1,7.0,141.0,Hour,148.0,Spring,0,3,Dingin,Sedang,Sedang
0.32,0.303,0.49,0.2836,,1,2011-03-02,3,Wednesday,1,11.0,65.0,Hour,76.0,Spring,0,3,Sedang,Sedang,Sedang
0.34,0.303,0.53,0.3284,,1,2011-03-02,3,Wednesday,1,8.0,65.0,Hour,73.0,Spring,0,3,Sedang,Sedang,Sedang
0.4,0.4091,0.43,0.194,,1,2011-03-02,3,Wednesday,1,20.0,62.0,Hour,82.0,Spring,0,3,Sedang,Sedang,Lambat
0.5,0.4848,0.25,0.0,,1,2011-03-02,3,Wednesday,1,35.0,90.0,Hour,125.0,Spring,0,3,Sedang,Rendah,Lambat
0.52,0.5,0.23,0.2985,,1,2011-03-02,3,Wednesday,1,21.0,75.0,Hour,96.0,Spring,0,3,Sedang,Rendah,Sedang
0.54,0.5152,0.19,0.4179,,1,2011-03-02,3,Wednesday,1,19.0,91.0,Hour,110.0,Spring,0,3,Sedang,Rendah,Sedang
0.54,0.5152,0.19,0.3284,,1,2011-03-02,3,Wednesday,1,27.0,112.0,Hour,139.0,Spring,0,3,Sedang,Rendah,Sedang
0.5,0.4848,0.23,0.2836,,1,2011-03-02,3,Wednesday,1,30.0,238.0,Hour,268.0,Spring,0,3,Sedang,Rendah,Sedang
0.46,0.4545,0.23,0.4775,,1,2011-03-02,3,Wednesday,1,8.0,193.0,Hour,201.0,Spring,0,3,Sedang,Rendah,Sedang
0.4,0.4091,0.28,0.4775,,1,2011-03-02,3,Wednesday,1,6.0,144.0,Hour,150.0,Spring,0,3,Sedang,Rendah,Sedang
0.36,0.3333,0.29,0.4179,,1,2011-03-02,3,Wednesday,1,9.0,86.0,Hour,95.0,Spring,0,3,Sedang,Rendah,Sedang
0.34,0.2879,0.29,0.4627,,1,2011-03-02,3,Wednesday,1,3.0,68.0,Hour,71.0,Spring,0,3,Sedang,Rendah,Sedang
0.3,0.2576,0.26,0.4775,,1,2011-03-02,3,Wednesday,1,4.0,44.0,Hour,48.0,Spring,0,3,Sedang,Rendah,Sedang
0.26,0.2121,0.3,0.4775,,1,2011-03-02,3,Wednesday,1,0.0,22.0,Hour,22.0,Spring,0,3,Dingin,Rendah,Sedang
0.24,0.197,0.3,0.4627,,1,2011-03-03,3,Thursday,1,3.0,10.0,Hour,13.0,Spring,0,3,Dingin,Rendah,Sedang
0.24,0.197,0.3,0.4627,,1,2011-03-03,3,Thursday,1,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Rendah,Sedang
0.2,0.1667,0.27,0.4627,,1,2011-03-03,3,Thursday,1,1.0,2.0,Hour,3.0,Spring,0,3,Dingin,Rendah,Sedang
0.2,0.1667,0.27,0.4627,,1,2011-03-03,3,Thursday,1,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Rendah,Sedang
0.16,0.1212,0.31,0.4775,,1,2011-03-03,3,Thursday,1,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Rendah,Sedang
0.14,0.1212,0.33,0.2985,,1,2011-03-03,3,Thursday,1,1.0,7.0,Hour,8.0,Spring,0,3,Dingin,Rendah,Sedang
0.14,0.1212,0.33,0.2985,,1,2011-03-03,3,Thursday,1,1.0,34.0,Hour,35.0,Spring,0,3,Dingin,Rendah,Sedang
0.12,0.0909,0.42,0.4179,,1,2011-03-03,3,Thursday,1,1.0,110.0,Hour,111.0,Spring,0,3,Dingin,Sedang,Sedang
0.14,0.1212,0.39,0.2985,,1,2011-03-03,3,Thursday,1,4.0,216.0,Hour,220.0,Spring,0,3,Dingin,Rendah,Sedang
0.16,0.1364,0.37,0.2836,,1,2011-03-03,3,Thursday,1,10.0,135.0,Hour,145.0,Spring,0,3,Dingin,Rendah,Sedang
0.18,0.1818,0.29,0.194,,1,2011-03-03,3,Thursday,1,7.0,49.0,Hour,56.0,Spring,0,3,Dingin,Rendah,Lambat
0.2,0.2273,0.29,0.0896,,1,2011-03-03,3,Thursday,1,10.0,40.0,Hour,50.0,Spring,0,3,Dingin,Rendah,Lambat
0.22,0.2273,0.25,0.1343,,1,2011-03-03,3,Thursday,1,7.0,65.0,Hour,72.0,Spring,0,3,Dingin,Rendah,Lambat
0.22,0.2576,0.25,0.0896,,1,2011-03-03,3,Thursday,1,13.0,67.0,Hour,80.0,Spring,0,3,Dingin,Rendah,Lambat
0.24,0.2576,0.21,0.1045,,1,2011-03-03,3,Thursday,1,18.0,60.0,Hour,78.0,Spring,0,3,Dingin,Rendah,Lambat
0.24,0.2879,0.23,0.0,,1,2011-03-03,3,Thursday,1,6.0,62.0,Hour,68.0,Spring,0,3,Dingin,Rendah,Lambat
0.26,0.303,0.23,0.0,,1,2011-03-03,3,Thursday,1,6.0,65.0,Hour,71.0,Spring,0,3,Dingin,Rendah,Lambat
0.26,0.303,0.22,0.0,,1,2011-03-03,3,Thursday,1,17.0,185.0,Hour,202.0,Spring,0,3,Dingin,Rendah,Lambat
0.24,0.2121,0.35,0.3284,,1,2011-03-03,3,Thursday,1,6.0,161.0,Hour,167.0,Spring,0,3,Dingin,Rendah,Sedang
0.2,0.197,0.4,0.2537,,1,2011-03-03,3,Thursday,1,5.0,101.0,Hour,106.0,Spring,0,3,Dingin,Sedang,Sedang
0.2,0.2273,0.4,0.0896,,1,2011-03-03,3,Thursday,1,1.0,69.0,Hour,70.0,Spring,0,3,Dingin,Sedang,Lambat
0.18,0.2121,0.4,0.1045,,1,2011-03-03,3,Thursday,1,3.0,48.0,Hour,51.0,Spring,0,3,Dingin,Sedang,Lambat
0.2,0.2576,0.4,0.0,,1,2011-03-03,3,Thursday,1,3.0,50.0,Hour,53.0,Spring,0,3,Dingin,Sedang,Lambat
0.18,0.2121,0.43,0.0896,,1,2011-03-03,3,Thursday,2,0.0,23.0,Hour,23.0,Spring,0,3,Dingin,Sedang,Lambat
0.2,0.197,0.55,0.194,,1,2011-03-04,3,Friday,2,0.0,12.0,Hour,12.0,Spring,0,3,Dingin,Sedang,Lambat
0.18,0.1818,0.64,0.194,,1,2011-03-04,3,Friday,2,0.0,4.0,Hour,4.0,Spring,0,3,Dingin,Sedang,Lambat
0.18,0.1818,0.64,0.194,,1,2011-03-04,3,Friday,2,0.0,2.0,Hour,2.0,Spring,0,3,Dingin,Sedang,Lambat
0.18,0.1667,0.74,0.2537,,1,2011-03-04,3,Friday,2,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Tinggi,Sedang
0.18,0.1818,0.74,0.194,,1,2011-03-04,3,Friday,2,1.0,0.0,Hour,1.0,Spring,0,3,Dingin,Tinggi,Lambat
0.16,0.1818,0.74,0.1343,,1,2011-03-04,3,Friday,2,0.0,7.0,Hour,7.0,Spring,0,3,Dingin,Tinggi,Lambat
0.16,0.197,0.74,0.0896,,1,2011-03-04,3,Friday,2,1.0,28.0,Hour,29.0,Spring,0,3,Dingin,Tinggi,Lambat
0.16,0.1818,0.8,0.1343,,1,2011-03-04,3,Friday,1,0.0,83.0,Hour,83.0,Spring,0,3,Dingin,Tinggi,Lambat
0.18,0.197,0.74,0.1343,,1,2011-03-04,3,Friday,1,6.0,222.0,Hour,228.0,Spring,0,3,Dingin,Tinggi,Lambat
0.22,0.2273,0.6,0.1343,,1,2011-03-04,3,Friday,1,12.0,138.0,Hour,150.0,Spring,0,3,Dingin,Sedang,Lambat
0.24,0.2273,0.6,0.2537,,1,2011-03-04,3,Friday,1,10.0,56.0,Hour,66.0,Spring,0,3,Dingin,Sedang,Sedang
0.28,0.2727,0.52,0.2239,,1,2011-03-04,3,Friday,1,16.0,73.0,Hour,89.0,Spring,0,3,Dingin,Sedang,Sedang
0.32,0.303,0.43,0.1642,,1,2011-03-04,3,Friday,1,10.0,87.0,Hour,97.0,Spring,0,3,Sedang,Sedang,Lambat
0.34,0.3182,0.42,0.2239,,1,2011-03-04,3,Friday,1,13.0,74.0,Hour,87.0,Spring,0,3,Sedang,Sedang,Sedang
0.36,0.3333,0.4,0.2836,,1,2011-03-04,3,Friday,1,30.0,65.0,Hour,95.0,Spring,0,3,Sedang,Sedang,Sedang
0.36,0.3333,0.4,0.2985,,1,2011-03-04,3,Friday,1,31.0,75.0,Hour,106.0,Spring,0,3,Sedang,Sedang,Sedang
0.36,0.3485,0.46,0.194,,1,2011-03-04,3,Friday,1,17.0,101.0,Hour,118.0,Spring,0,3,Sedang,Sedang,Lambat
0.36,0.3333,0.5,0.2537,,1,2011-03-04,3,Friday,2,22.0,206.0,Hour,228.0,Spring,0,3,Sedang,Sedang,Sedang
0.34,0.303,0.53,0.2985,,1,2011-03-04,3,Friday,2,15.0,172.0,Hour,187.0,Spring,0,3,Sedang,Sedang,Sedang
0.32,0.303,0.61,0.2537,,1,2011-03-04,3,Friday,1,5.0,102.0,Hour,107.0,Spring,0,3,Sedang,Sedang,Sedang
0.3,0.2879,0.7,0.194,,1,2011-03-04,3,Friday,2,9.0,78.0,Hour,87.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.2879,0.7,0.2239,,1,2011-03-04,3,Friday,2,6.0,64.0,Hour,70.0,Spring,0,3,Sedang,Tinggi,Sedang
0.3,0.2879,0.7,0.194,,1,2011-03-04,3,Friday,1,4.0,40.0,Hour,44.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.303,0.75,0.1642,,1,2011-03-04,3,Friday,2,6.0,40.0,Hour,46.0,Spring,0,3,Sedang,Tinggi,Lambat
0.28,0.2879,0.81,0.1045,,1,2011-03-05,3,Saturday,2,4.0,15.0,Hour,19.0,Spring,0,3,Dingin,Tinggi,Lambat
0.3,0.3182,0.81,0.1045,,1,2011-03-05,3,Saturday,2,5.0,20.0,Hour,25.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.2879,0.87,0.194,,1,2011-03-05,3,Saturday,2,5.0,15.0,Hour,20.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.2879,0.87,0.194,,1,2011-03-05,3,Saturday,2,0.0,2.0,Hour,2.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.303,0.93,0.1642,,1,2011-03-05,3,Saturday,2,0.0,1.0,Hour,1.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.303,1.0,0.1343,,1,2011-03-05,3,Saturday,2,0.0,3.0,Hour,3.0,Spring,0,3,Sedang,Tinggi,Lambat
0.3,0.2879,1.0,0.2239,,1,2011-03-05,3,Saturday,2,1.0,3.0,Hour,4.0,Spring,0,3,Sedang,Tinggi,Sedang
0.3,0.2727,1.0,0.2985,,1,2011-03-05,3,Saturday,2,5.0,10.0,Hour,15.0,Spring,0,3,Sedang,Tinggi,Sedang
0.3,0.2727,1.0,0.2985,,1,2011-03-05,3,Saturday,2,11.0,34.0,Hour,45.0,Spring,0,3,Sedang,Tinggi,Sedang
0.32,0.303,0.93,0.2239,,1,2011-03-05,3,Saturday,2,15.0,48.0,Hour,63.0,Spring,0,3,Sedang,Tinggi,Sedang
0.34,0.3333,0.93,0.194,,1,2011-03-05,3,Saturday,2,34.0,69.0,Hour,103.0,Spring,0,3,Sedang,Tinggi,Lambat
0.4,0.4091,0.76,0.2239,,1,2011-03-05,3,Saturday,2,43.0,116.0,Hour,159.0,Spring,0,3,Sedang,Tinggi,Sedang
0.44,0.4394,0.67,0.2537,,1,2011-03-05,3,Saturday,2,46.0,121.0,Hour,167.0,Spring,0,3,Sedang,Sedang,Sedang
0.46,0.4545,0.67,0.2836,,1,2011-03-05,3,Saturday,2,60.0,130.0,Hour,190.0,Spring,0,3,Sedang,Sedang,Sedang
0.48,0.4697,0.59,0.2836,,1,2011-03-05,3,Saturday,2,80.0,118.0,Hour,198.0,Spring,0,3,Sedang,Sedang,Sedang
0.46,0.4545,0.63,0.2985,,1,2011-03-05,3,Saturday,2,83.0,122.0,Hour,205.0,Spring,0,3,Sedang,Sedang,Sedang
0.48,0.4697,0.59,0.2985,,1,2011-03-05,3,Saturday,2,74.0,130.0,Hour,204.0,Spring,0,3,Sedang,Sedang,Sedang
0.48,0.4697,0.59,0.3582,,1,2011-03-05,3,Saturday,2,60.0,104.0,Hour,164.0,Spring,0,3,Sedang,Sedang,Sedang
0.48,0.4697,0.59,0.3284,,1,2011-03-05,3,Saturday,2,37.0,115.0,Hour,152.0,Spring,0,3,Sedang,Sedang,Sedang
0.46,0.4545,0.67,0.3284,,1,2011-03-05,3,Saturday,2,27.0,62.0,Hour,89.0,Spring,0,3,Sedang,Sedang,Sedang
0.44,0.4394,0.77,0.3284,,1,2011-03-05,3,Saturday,2,12.0,58.0,Hour,70.0,Spring,0,3,Sedang,Tinggi,Sedang
0.44,0.4394,0.72,0.3284,,1,2011-03-05,3,Saturday,2,12.0,60.0,Hour,72.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,0.77,0.2985,,1,2011-03-05,3,Saturday,2,16.0,47.0,Hour,63.0,Spring,0,3,Sedang,Tinggi,Sedang
0.44,0.4394,0.77,0.2985,,1,2011-03-05,3,Saturday,2,10.0,34.0,Hour,44.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,0.77,0.3582,,1,2011-03-06,3,Sunday,2,11.0,41.0,Hour,52.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,0.77,0.2836,,1,2011-03-06,3,Sunday,2,12.0,27.0,Hour,39.0,Spring,0,3,Sedang,Tinggi,Sedang
0.4,0.4091,0.82,0.2836,,1,2011-03-06,3,Sunday,2,5.0,27.0,Hour,32.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,0.82,0.2985,,1,2011-03-06,3,Sunday,2,2.0,9.0,Hour,11.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,0.88,0.3582,,1,2011-03-06,3,Sunday,2,0.0,3.0,Hour,3.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,0.94,0.3582,,1,2011-03-06,3,Sunday,2,1.0,1.0,Hour,2.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.4478,,1,2011-03-06,3,Sunday,3,0.0,5.0,Hour,5.0,Spring,0,3,Sedang,Tinggi,Sedang
0.4,0.4091,1.0,0.2985,,1,2011-03-06,3,Sunday,2,1.0,8.0,Hour,9.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.2836,,1,2011-03-06,3,Sunday,2,4.0,18.0,Hour,22.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.2985,,1,2011-03-06,3,Sunday,2,4.0,27.0,Hour,31.0,Spring,0,3,Sedang,Tinggi,Sedang
0.42,0.4242,1.0,0.2239,,1,2011-03-06,3,Sunday,2,18.0,44.0,Hour,62.0,Spring,0,3,Sedang,Tinggi,Sedang
0.46,0.4545,0.94,0.3284,,1,2011-03-06,3,Sunday,2,10.0,69.0,Hour,79.0,Spring,0,3,Sedang,Tinggi,Sedang
0.46,0.4545,0.94,0.3582,,1,2011-03-06,3,Sunday,2,22.0,83.0,Hour,105.0,Spring,0,3,Sedang,Tinggi,Sedang
0.44,0.4394,1.0,0.2239,,1,2011-03-06,3,Sunday,3,12.0,27.0,Hour,39.0,Spring,0,3,Sedang,Tinggi,Sedang
0.44,0.4394,1.0,0.2239,,1,2011-03-06,3,Sunday,3,3.0,4.0,Hour,7.0,Spring,0,3,Sedang,Tinggi,Sedang
0.36,0.3333,1.0,0.2836,,1,2011-03-06,3,Sunday,3,3.0,8.0,Hour,11.0,Spring,0,3,Sedang,Tinggi,Sedang
0.34,0.303,1.0,0.2985,,1,2011-03-06,3,Sunday,3,2.0,23.0,Hour,25.0,Spring,0,3,Sedang,Tinggi,Sedang
0.32,0.2879,1.0,0.3582,,1,2011-03-06,3,Sunday,3,0.0,23.0,Hour,23.0,Spring,0,3,Sedang,Tinggi,Sedang
0.3,0.2576,1.0,0.4775,,1,2011-03-06,3,Sunday,3,0.0,11.0,Hour,11.0,Spring,0,3,Sedang,Tinggi,Sedang
0.28,0.2424,1.0,0.4179,,1,2011-03-06,3,Sunday,3,3.0,8.0,Hour,11.0,Spring,0,3,Dingin,Tinggi,Sedang
0.24,0.1818,0.93,0.4775,,1,2011-03-06,3,Sunday,3,1.0,6.0,Hour,7.0,Spring,0,3,Dingin,Tinggi,Sedang
0.22,0.197,1.0,0.3881,,1,2011-03-06,3,Sunday,2,0.0,10.0,Hour,10.0,Spring,0,3,Dingin,Tinggi,Sedang
0.22,0.197,1.0,0.4179,,1,2011-03-06,3,Sunday,2,0.0,9.0,Hour,9.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1818,1.0,0.3284,,1,2011-03-07,3,Monday,3,0.0,4.0,Hour,4.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1818,1.0,0.3284,,1,2011-03-07,3,Monday,3,0.0,2.0,Hour,2.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1515,0.8,0.4775,,1,2011-03-07,3,Monday,1,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1515,0.8,0.4775,,1,2011-03-07,3,Monday,1,1.0,0.0,Hour,1.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1818,0.75,0.3582,,1,2011-03-07,3,Monday,1,0.0,1.0,Hour,1.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1818,0.75,0.3881,,1,2011-03-07,3,Monday,1,3.0,31.0,Hour,34.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1667,0.75,0.4179,,1,2011-03-07,3,Monday,1,3.0,88.0,Hour,91.0,Spring,0,3,Dingin,Tinggi,Sedang
0.2,0.1818,0.75,0.3881,,1,2011-03-07,3,Monday,1,11.0,200.0,Hour,211.0,Spring,0,3,Dingin,Tinggi,Sedang
0.22,0.1818,0.64,0.4627,,1,2011-03-07,3,Monday,1,5.0,129.0,Hour,134.0,Spring,0,3,Dingin,Sedang,Sedang
0.24,0.2121,0.6,0.2985,,1,2011-03-07,3,Monday,1,15.0,43.0,Hour,58.0,Spring,0,3,Dingin,Sedang,Sedang
0.26,0.2121,0.48,0.4478,,1,2011-03-07,3,Monday,1,19.0,41.0,Hour,60.0,Spring,0,3,Dingin,Sedang,Sedang
0.3,0.2727,0.42,0.4179,,1,2011-03-07,3,Monday,1,28.0,68.0,Hour,96.0,Spring,0,3,Sedang,Sedang,Sedang
0.32,0.2879,0.36,0.3881,,1,2011-03-07,3,Monday,1,16.0,54.0,Hour,70.0,Spring,0,3,Sedang,Rendah,Sedang
0.32,0.2879,0.36,0.4179,,1,2011-03-07,3,Monday,1,21.0,56.0,Hour,77.0,Spring,0,3,Sedang,Rendah,Sedang
0.34,0.303,0.31,0.3881,,1,2011-03-07,3,Monday,1,32.0,64.0,Hour,96.0,Spring,0,3,Sedang,Rendah,Sedang
0.34,0.303,0.31,0.3582,,1,2011-03-07,3,Monday,1,26.0,96.0,Hour,122.0,Spring,0,3,Sedang,Rendah,Sedang
